ticker,cik,symbol,description,gics_sector,equity_securities,cap_size,sector_revenue_total_(trillions),total_cap_(trillions)
DEO,835403,DEO,Diageo PLC ADRs,Consumer Staples,ADRs,Large cap,2.6,46.3
SAP,1000184,SAP,SAP SE ADRs,Information Technology,ADRs,Large cap,5.8,46.3
CAT,18230,CAT,Caterpillar Inc,Industrials,Common stocks,Large cap,2.7,46.3
ADP,8670,ADP,Automatic Data Processing Inc,Information Technology,Common stocks,Large cap,5.8,46.3
C,831001,C,Citigroup Inc,Financials,Common stocks,Large cap,2.7,46.3
CI,1739940,CI,Cigna Corp,Health Care,Common stocks,Large cap,2.8,46.3
BLK,1364742,BLK,Blackrock Inc,Financials,Common stocks,Large cap,2.7,46.3
JD,1549802,JD,JD.com Inc ADRs,Consumer Discretionary,ADRs,Large cap,2.9,46.3
AMD,2488,AMD,Advanced Micro Devices Inc,Information Technology,Common stocks,Large cap,5.8,46.3
BTI,1303523,BTI,British American Tobacco PLC ADRs,Consumer Staples,ADRs,Large cap,2.6,46.3
SONY,313838,SONY,Sony Group Corporation ADRs,Consumer Discretionary,ADRs,Large cap,2.9,46.3
RIO,863064,RIO,Rio Tinto PLC ADRs,Materials,ADRs,Large cap,0.9,46.3
EL,1001250,EL,Estee Lauder Inc Class A,Consumer Staples,Common stocks,Large cap,2.6,46.3
NOW,1373715,NOW,Servicenow Inc,Information Technology,Common stocks,Large cap,5.8,46.3
PBR,1119639,PBR,Petroleo Brasileiro SA ADRs,Energy,ADRs,Large cap,2.2,46.3
PLD,1045609,PLD,"Prologis, Inc",Real Estate,REITs,Large cap,0.6,46.3
BUD,1668717,BUD,Anheuser-Busch InBev SA/NV ADRs,Consumer Staples,ADRs,Large cap,2.6,46.3
PDD,1737806,PDD,Pinduoduo Inc. ADRs,Consumer Discretionary,ADRs,Large cap,2.9,46.3
SYK,310764,SYK,Stryker Corp,Health Care,Common stocks,Large cap,2.8,46.3
ENB,895728,ENB,Enbridge Inc,Energy,Common stocks,Large cap,2.2,46.3
CNI,16868,CNI,Canadian National Railway Company,Industrials,Common stocks,Large cap,2.7,46.3
SPGI,64040,SPGI,S&P Global Inc,Financials,Common stocks,Large cap,2.7,46.3
MDLZ,1103982,MDLZ,Mondelez International Inc,Consumer Staples,Common stocks,Large cap,2.6,46.3
CB,896159,CB,Chubb Ltd,Financials,Common stocks,Large cap,2.7,46.3
SO,92122,SO,Southern Co,Utilities,Common stocks,Large cap,,
DUK,1326160,DUK,Duke Energy Corp,Utilities,Common stocks,Large cap,,
GILD,882095,GILD,Gilead Sciences Inc,Health Care,Common stocks,Large cap,2.8,46.3
IBN,1103838,IBN,ICICI Bank Ltd ADRs,Financials,ADRs,Large cap,2.7,46.3
BKNG,1075531,BKNG,Booking Holdings Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
ABNB,1559720,ABNB,"Airbnb, Inc.",Consumer Discretionary,Common stocks,Large cap,2.9,46.3
MMC,62709,MMC,Marsh & McLennan Inc,Financials,Common stocks,Large cap,2.7,46.3
TGT,27419,TGT,Target Corp,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
AMAT,6951,AMAT,Applied Material Inc,Information Technology,Common stocks,Large cap,5.8,46.3
GSK,1131399,GSK,GlaxoSmithKline PLC ADRs,Health Care,ADRs,Large cap,2.8,46.3
ADI,6281,ADI,Analog Devices Inc,Information Technology,Common stocks,Large cap,5.8,46.3
TJX,109198,TJX,"TJX Companies, Inc.",Consumer Discretionary,Common stocks,Large cap,2.9,46.3
MO,764180,MO,Altria Group Inc,Consumer Staples,Common stocks,Large cap,2.6,46.3
BAM,1001085,BAM,Brookfield Asset Management Inc.,Financials,Common stocks,Large cap,2.7,46.3
REGN,872589,REGN,Regeneron Pharmaceuticals Inc,Health Care,Common stocks,Large cap,2.8,46.3
INFY,1067491,INFY,Infosys Ltd ADRs,Information Technology,ADRs,Large cap,5.8,46.3
GE,40545,GE,General Electric,Industrials,Common stocks,Large cap,2.7,46.3
ZTS,1555280,ZTS,Zoetis Inc,Health Care,Common stocks,Large cap,2.8,46.3
ISRG,1035267,ISRG,Intuitive Surgical Inc,Health Care,Common stocks,Large cap,2.8,46.3
PGR,80661,PGR,Progressive Corp,Financials,Common stocks,Large cap,2.7,46.3
BDX,10795,BDX,Becton Dickinson,Health Care,Common stocks,Large cap,2.8,46.3
VRTX,875320,VRTX,Vertex Pharmaceuticals Inc,Health Care,Common stocks,Large cap,2.8,46.3
EOG,821189,EOG,EOG Resources Inc,Energy,Common stocks,Large cap,2.2,46.3
WM,823768,WM,Waste Management Inc,Industrials,Common stocks,Large cap,2.7,46.3
CP,16875,CP,Canadian Pacific Railway Limited,Industrials,Common stocks,Large cap,2.7,46.3
CCI,1051470,CCI,Crown Castle International Corp.,Real Estate,REITs,Large cap,0.6,46.3
PNC,713676,PNC,"PNC Financial Services Group, Inc.",Financials,Common stocks,Large cap,2.7,46.3
FISV,798354,FISV,Fiserv Inc,Information Technology,Common stocks,Large cap,5.8,46.3
CME,1156375,CME,CME Group Inc Class A,Financials,Common stocks,Large cap,2.7,46.3
GOOGL,1652044,GOOGL,Alphabet Inc Class A,Communication Services,Common stocks,Large cap,1.6,46.3
USB,36104,USB,US Bancorp,Financials,Common stocks,Large cap,2.7,46.3
CHTR,1091667,CHTR,Charter Communications Inc Class A,Communication Services,Common stocks,Large cap,1.6,46.3
BX,1393818,BX,Blackstone Group Inc. Class A,Financials,Common stocks,Large cap,2.7,46.3
MMM,66740,MMM,3M,Industrials,Common stocks,Large cap,2.7,46.3
CSX,277948,CSX,CSX Corp,Industrials,Common stocks,Large cap,2.7,46.3
MUFG,67088,MUFG,Mitsubishi UFJ Financial Group Inc. ADRs,Financials,ADRs,Large cap,2.7,46.3
BNS,9631,BNS,The Bank Of Nova Scotia,Financials,Common stocks,Large cap,2.7,46.3
D,715957,D,Dominion Energy Inc,Utilities,Common stocks,Large cap,,
HCA,860730,HCA,"HCA Healthcare, Inc.",Health Care,Common stocks,Large cap,2.8,46.3
UBER,1543151,UBER,"Uber Technologies, Inc.",Industrials,Common stocks,Large cap,2.7,46.3
TFC,92230,TFC,Truist Financial Corporation,Financials,Common stocks,Large cap,2.7,46.3
AMZN,1018724,AMZN,Amazon.Com Inc.,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
TEAM,1650372,TEAM,Atlassian Plc Class A,Information Technology,Common stocks,Large cap,5.8,46.3
HUM,49071,HUM,Humana Inc,Health Care,Common stocks,Large cap,2.8,46.3
CNQ,1017413,CNQ,Canadian Natural Resources Limited,Energy,Common stocks,Large cap,2.2,46.3
CL,21665,CL,Colgate-Palmolive,Consumer Staples,Common stocks,Large cap,2.6,46.3
VALE,917851,VALE,Vale SA ADRs,Materials,ADRs,Large cap,0.9,46.3
BMO,927971,BMO,Bank Of Montreal,Financials,Common stocks,Large cap,2.7,46.3
AON,315293,AON,Aon Plc,Financials,Common stocks,Large cap,2.7,46.3
ITW,49826,ITW,Illinois Tool Inc,Industrials,Common stocks,Large cap,2.7,46.3
OXY,797468,OXY,Occidental Petroleum Corp,Energy,Common stocks,Large cap,2.2,46.3
SNOW,1640147,SNOW,Snowflake Inc. Class A,Information Technology,Common stocks,Large cap,5.8,46.3
BSX,885725,BSX,Boston Scientific Corp,Health Care,Common stocks,Large cap,2.8,46.3
ATVI,718877,ATVI,Activision Blizzard Inc,Communication Services,Common stocks,Large cap,1.6,46.3
PXD,1038357,PXD,Pioneer Natural Resource,Energy,Common stocks,Large cap,2.2,46.3
F,37996,F,Ford Motor Company,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
EW,1099800,EW,Edwards Lifesciences Corp,Health Care,Common stocks,Large cap,2.8,46.3
MPC,1510295,MPC,Marathon Petroleum Corp,Energy,Common stocks,Large cap,2.2,46.3
GM,1467858,GM,General Motors,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
MU,723125,MU,Micron Technology Inc,Information Technology,Common stocks,Large cap,5.8,46.3
SHW,89800,SHW,Sherwin Williams,Materials,Common stocks,Large cap,0.9,46.3
LRCX,707549,LRCX,Lam Research Corp,Information Technology,Common stocks,Large cap,5.8,46.3
NSC,702165,NSC,Norfolk Southern Corp,Industrials,Common stocks,Large cap,2.7,46.3
UBS,1610520,UBS,UBS Group AG ADRs,Financials,ADRs,Large cap,2.7,46.3
NTES,1110646,NTES,NetEase Inc ADRs,Communication Services,ADRs,Large cap,1.6,46.3
EPD,1061219,EPD,Enterprise Products Partners LP,Energy,MLPs,Large cap,2.2,46.3
ETN,1551182,ETN,"Eaton Corporation, PLC",Industrials,Common stocks,Large cap,2.7,46.3
DG,29534,DG,Dollar General Corp,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
SLB,87347,SLB,Schlumberger Nv,Energy,Common stocks,Large cap,2.2,46.3
ABB,1091587,ABB,ABB Ltd ADRs,Industrials,ADRs,Large cap,2.7,46.3
EQIX,1101239,EQIX,"Equinix, Inc.",Real Estate,REITs,Large cap,0.6,46.3
ICE,1571949,ICE,Intercontinental Exchange Inc,Financials,Common stocks,Large cap,2.7,46.3
MET,1099219,MET,Metlife Inc,Financials,Common stocks,Large cap,2.7,46.3
MRNA,1682852,MRNA,"Moderna, Inc.",Health Care,Common stocks,Large cap,2.8,46.3
APD,2969,APD,Air Products And Chemicals Inc,Materials,Common stocks,Large cap,0.9,46.3
PSA,1393311,PSA,Public Storage,Real Estate,REITs,Large cap,0.6,46.3
SRE,1032208,SRE,Sempra Energy,Utilities,Common stocks,Large cap,,
TRI,1075124,TRI,Thomson Reuters Corporation,Industrials,Common stocks,Large cap,2.7,46.3
FDX,1048911,FDX,FedEx Corporation,Industrials,Common stocks,Large cap,2.7,46.3
AMOV,1129137,AMOV,America Movil - Series A ADRs,Communication Services,ADRs,Large cap,1.6,46.3
MAR,1048286,MAR,Marriott International Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
KDP,1418135,KDP,Keurig Dr Pepper Inc.,Consumer Staples,Common stocks,Large cap,2.6,46.3
MCO,1059556,MCO,Moodys Corp,Financials,Common stocks,Large cap,2.7,46.3
FIS,1136893,FIS,Fidelity National Information Services,Information Technology,Common stocks,Large cap,5.8,46.3
MCK,927653,MCK,Mckesson Corp,Health Care,Common stocks,Large cap,2.8,46.3
KLAC,319201,KLAC,KLA-Tencor Corporation,Information Technology,Common stocks,Large cap,5.8,46.3
NTR,1725964,NTR,Nutrien Ltd.,Materials,Common stocks,Large cap,0.9,46.3
CNC,1071739,CNC,Centene Corp,Health Care,Common stocks,Large cap,2.8,46.3
AEP,4904,AEP,American Electric Power Inc,Utilities,Common stocks,Large cap,,
ITUB,1132597,ITUB,Itau Unibanco Holding SA ADRs of Preferred Shares,Financials,ADRs,Large cap,2.7,46.3
RACE,1648416,RACE,Ferrari N.V.,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
RELX,929869,RELX,RELX PLC ADRs,Industrials,ADRs,Large cap,2.7,46.3
MELI,1099590,MELI,Mercadolibre Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
SNPS,883241,SNPS,Synopsys Inc,Information Technology,Common stocks,Large cap,5.8,46.3
CMG,1058090,CMG,Chipotle Mexican Grill Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
EMR,32604,EMR,Emerson Electric,Industrials,Common stocks,Large cap,2.7,46.3
VMW,1124610,VMW,VMWare Inc Class A,Information Technology,Common stocks,Large cap,5.8,46.3
ADM,7084,ADM,Archer-Daniels-Midland Company,Consumer Staples,Common stocks,Large cap,2.6,46.3
DVN,1090012,DVN,Devon Energy Corp,Energy,Common stocks,Large cap,2.2,46.3
TRP,1232384,TRP,TransCanada Corporation,Energy,Common stocks,Large cap,2.2,46.3
ORLY,898173,ORLY,Oreilly Automotive Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
ECL,31462,ECL,Ecolab Inc,Materials,Common stocks,Large cap,0.9,46.3
MNST,865752,MNST,Monster Beverage Corp,Consumer Staples,Common stocks,Large cap,2.6,46.3
RSG,1060391,RSG,Republic Services Inc,Industrials,Common stocks,Large cap,2.7,46.3
SU,311337,SU,Suncor Energy  Inc.,Energy,Common stocks,Large cap,2.2,46.3
GIS,40704,GIS,General Mills Inc,Consumer Staples,Common stocks,Large cap,2.6,46.3
CTVA,1755672,CTVA,"Corteva, Inc.",Materials,Common stocks,Large cap,0.9,46.3
HSY,47111,HSY,Hershey Foods,Consumer Staples,Common stocks,Large cap,2.6,46.3
CDNS,813672,CDNS,Cadence Design Systems Inc,Information Technology,Common stocks,Large cap,5.8,46.3
ABEV,1565025,ABEV,Ambev SA ADRs,Consumer Staples,ADRs,Large cap,2.6,46.3
STZ,16918,STZ,Constellation Brands Class A,Consumer Staples,Common stocks,Large cap,2.6,46.3
AIG,5272,AIG,American International Group Inc,Financials,Common stocks,Large cap,2.7,46.3
BIDU,1329099,BIDU,Baidu Inc ADRs of Class A,Communication Services,ADRs,Large cap,1.6,46.3
SAN,891478,SAN,Banco Santander SA ADRs,Health Care,ADRs,Large cap,2.8,46.3
EDU,1372920,EDU,New Oriental Education & Technology ADRs,Consumer Discretionary,ADRs,Mid cap,2.9,46.3
ADSK,769397,ADSK,Autodesk Inc,Information Technology,Common stocks,Large cap,5.8,46.3
AZO,866787,AZO,Autozone Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
LULU,1397187,LULU,Lululemon Athletica Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
COF,927628,COF,Capital One Financial Corp,Financials,Common stocks,Large cap,2.7,46.3
FCX,831259,FCX,"Freeport-McMoRan, Inc.",Materials,Common stocks,Large cap,0.9,46.3
LNG,3570,LNG,Cheniere Energy Inc,Energy,Common stocks,Large cap,2.2,46.3
APH,820313,APH,Amphenol Corp,Information Technology,Common stocks,Large cap,5.8,46.3
NGG,1004315,NGG,National Grid ADRs,Utilities,ADRs,Large cap,,
VLO,1035002,VLO,Valero Energy Corp,Energy,Common stocks,Large cap,2.2,46.3
PAYX,723531,PAYX,Paychex Inc,Information Technology,Common stocks,Large cap,5.8,46.3
BSBR,1471055,BSBR,Banco Santander Brasil ADRs,Financials,ADRs,Mid cap,2.7,46.3
HMC,715153,HMC,Honda Motor Co Ltd ADRs,Consumer Discretionary,ADRs,Large cap,2.9,46.3
NXPI,1413447,NXPI,NXP Semiconductors Nv,Information Technology,Common stocks,Large cap,5.8,46.3
STLA,1605484,STLA,Stellantis N.V.,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
KHC,1637459,KHC,Kraft Heinz,Consumer Staples,Common stocks,Large cap,2.6,46.3
BCE,718940,BCE,"BCE, Inc.",Communication Services,Common stocks,Large cap,1.6,46.3
EXC,1109357,EXC,Exelon Corp,Utilities,Common stocks,Large cap,,
ENPH,1463101,ENPH,Enphase Energy Inc,Information Technology,Common stocks,Large cap,5.8,46.3
TAK,1395064,TAK,Takeda Pharmaceutical Company Limited ADRs,Health Care,ADRs,Large cap,2.8,46.3
KMI,1506307,KMI,Kinder Morgan Inc,Energy,Common stocks,Large cap,2.2,46.3
CTAS,723254,CTAS,Cintas Corp,Industrials,Common stocks,Large cap,2.7,46.3
SMFG,1022837,SMFG,Sumitomo Mitsui Financial Group Inc ADRs,Financials,ADRs,Large cap,2.7,46.3
CRWD,1535527,CRWD,"CrowdStrike Holdings, Inc. - Class A",Information Technology,Common stocks,Large cap,5.8,46.3
E,1002242,E,ENI SpA ADRs,Energy,ADRs,Large cap,2.2,46.3
KMB,55785,KMB,Kimberly Clark Corp,Consumer Staples,Common stocks,Large cap,2.6,46.3
SYY,96021,SYY,Sysco Corp,Consumer Staples,Common stocks,Large cap,2.6,46.3
TEL,1385157,TEL,TE Connectivity Ltd,Information Technology,Common stocks,Large cap,5.8,46.3
ROP,882835,ROP,Roper Technologies Inc,Information Technology,Common stocks,Large cap,5.8,46.3
TRV,86312,TRV,Travelers Companies Inc,Financials,Common stocks,Large cap,2.7,46.3
MSI,68505,MSI,Motorola Solutions Inc,Information Technology,Common stocks,Large cap,5.8,46.3
A,1090872,A,Agilent Technologies Inc,Health Care,Common stocks,Large cap,2.8,46.3
WMB,107263,WMB,Williams Inc,Energy,Common stocks,Large cap,2.2,46.3
IQV,1478242,IQV,"IQVIA Holdings, Inc.",Health Care,Common stocks,Large cap,2.8,46.3
XEL,72903,XEL,Xcel Energy Inc,Utilities,Common stocks,Large cap,,
AFL,4977,AFL,Aflac Inc,Financials,Common stocks,Large cap,2.7,46.3
MRVL,1835632,MRVL,Marvell Technology Group Ltd,Information Technology,Common stocks,Large cap,5.8,46.3
JCI,833444,JCI,Johnson Controls International Plc,Industrials,Common stocks,Large cap,2.7,46.3
LYG,1160106,LYG,Lloyds Banking Group PLC ADRs,Financials,ADRs,Large cap,2.7,46.3
HES,4447,HES,Hess Corp,Energy,Common stocks,Large cap,2.2,46.3
WDAY,1327811,WDAY,Workday Inc,Information Technology,Common stocks,Large cap,5.8,46.3
WCN,1318220,WCN,Waste Connections Inc,Industrials,Common stocks,Large cap,2.7,46.3
ET,1276187,ET,Energy Transfer Operating LP,Energy,MLPs,Large cap,2.2,46.3
AJG,354190,AJG,Arthur J Gallagher,Financials,Common stocks,Large cap,2.7,46.3
GPN,1123360,GPN,Global Payments Inc,Information Technology,Common stocks,Large cap,5.8,46.3
CVE,1475260,CVE,Cenovus Energy Inc,Energy,Common stocks,Large cap,2.2,46.3
TT,1466258,TT,Trane Technologies plc,Industrials,Common stocks,Large cap,2.7,46.3
HLT,1585689,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
MSCI,1408198,MSCI,MSCI Inc,Financials,Common stocks,Large cap,2.7,46.3
ING,1039765,ING,ING Groep NV ADRs,Information Technology,ADRs,Large cap,5.8,46.3
ALL,899051,ALL,Allstate Corp,Financials,Common stocks,Large cap,2.7,46.3
BK,1390777,BK,Bank Of New York Mellon Corp,Financials,Common stocks,Large cap,2.7,46.3
SCCO,1001838,SCCO,Southern Copper Corp,Materials,Common stocks,Large cap,0.9,46.3
NWG,844150,NWG,NatWest Group plc ADRs,Financials,ADRs,Large cap,2.7,46.3
ANET,1596532,ANET,Arista Networks Inc,Information Technology,Common stocks,Large cap,5.8,46.3
O,726728,O,Realty Income Corporation,Real Estate,REITs,Large cap,0.6,46.3
PSX,1534701,PSX,Phillips 66,Energy,Common stocks,Large cap,2.2,46.3
MCHP,827054,MCHP,Microchip Technology Inc,Information Technology,Common stocks,Large cap,5.8,46.3
BBD,1160330,BBD,Banco Bradesco SA ADRs,Financials,ADRs,Large cap,2.7,46.3
KR,56873,KR,Kroger,Consumer Staples,Common stocks,Large cap,2.6,46.3
EA,712515,EA,Electronic Arts Inc,Communication Services,Common stocks,Large cap,1.6,46.3
RIVN,1874178,RIVN,"Rivian Automotive, Inc.  Class A",Consumer Discretionary,Common stocks,Large cap,2.9,46.3
CARR,1783180,CARR,Carrier Global Corporation,Industrials,Common stocks,Large cap,2.7,46.3
PRU,1137774,PRU,Prudential Financial Inc,Financials,Common stocks,Large cap,2.7,46.3
BNTX,1776985,BNTX,BioNTech SE  ADRs,Health Care,ADRs,Large cap,2.8,46.3
DOW,1751788,DOW,Dow Inc.,Materials,Common stocks,Large cap,0.9,46.3
ED,1047862,ED,Consolidated Edison Inc,Utilities,Common stocks,Large cap,,
PH,76334,PH,Parker-Hannifin Corp,Industrials,Common stocks,Large cap,2.7,46.3
APO,1858681,APO,Apollo Global Management LLC,Financials,MLPs,Large cap,2.7,46.3
NIO,1736541,NIO,NIO Inc. ADRs of Class A,Consumer Discretionary,ADRs,Large cap,2.9,46.3
VOD,839923,VOD,Vodacom Group Ltd ADRs,Communication Services,ADRs,Large cap,1.6,46.3
SE,1703399,SE,Sea Limited ADRs,Communication Services,ADRs,Large cap,1.6,46.3
NEM,1164727,NEM,Newmont Corporation,Materials,Common stocks,Large cap,0.9,46.3
YUM,1041061,YUM,Yum Brands Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
TWTR,1418091,TWTR,Twitter Inc,Communication Services,Common stocks,Large cap,1.6,46.3
PEG,788784,PEG,Public Service Enterprise Group Inc,Utilities,Common stocks,Large cap,,
MPLX,1552000,MPLX,MPLX LP,Energy,MLPs,Large cap,2.2,46.3
BCS,312069,BCS,Barclays PLC ADRs,Financials,ADRs,Large cap,2.7,46.3
MFC,1086888,MFC,Manulife Financial Corporation,Financials,Common stocks,Large cap,2.7,46.3
ALB,915913,ALB,Albemarle Corp,Materials,Common stocks,Large cap,0.9,46.3
NUE,73309,NUE,Nucor Corp,Materials,Common stocks,Large cap,0.9,46.3
SBAC,1034054,SBAC,SBA Communications Corporation,Real Estate,REITs,Large cap,0.6,46.3
ALC,1167379,ALC,Alcon Inc.,Health Care,Common stocks,Large cap,2.8,46.3
CTSH,1058290,CTSH,Cognizant Technology Solutions,Information Technology,Common stocks,Large cap,5.8,46.3
RMD,943819,RMD,Resmed Inc,Health Care,Common stocks,Large cap,2.8,46.3
SPG,1063761,SPG,"Simon Property Group, Inc",Real Estate,REITs,Large cap,0.6,46.3
STM,932787,STM,STMicroelectronics NV ADRs,Information Technology,ADRs,Large cap,5.8,46.3
BBVA,842180,BBVA,Banco Bilbao Vizcaya Argentaria SA ADRs,Financials,ADRs,Large cap,2.7,46.3
TTD,1671933,TTD,Trade Desk Inc Class A,Communication Services,Common stocks,Large cap,1.6,46.3
IMO,49938,IMO,Imperial Oil Limited,Energy,Common stocks,Large cap,2.2,46.3
CPNG,1834584,CPNG,"Coupang, Inc. Class A",Consumer Discretionary,Common stocks,Large cap,2.9,46.3
SQ,1512673,SQ,Square Inc Class A,Information Technology,Common stocks,Large cap,5.8,46.3
WEC,783325,WEC,WEC Energy Group Inc,Utilities,Common stocks,Large cap,,
DLR,1297996,DLR,"Digital Realty Trust, Inc",Real Estate,REITs,Large cap,0.6,46.3
WELL,766704,WELL,Welltower Inc,Real Estate,REITs,Large cap,0.6,46.3
ROST,745732,ROST,Ross Stores Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
ILMN,1110803,ILMN,Illumina Inc,Health Care,Common stocks,Large cap,2.8,46.3
GFS,1709048,GFS,GlobalFoundries Inc,Information Technology,Common stocks,Large cap,5.8,46.3
AMP,820027,AMP,Ameriprise Finance Inc,Financials,Common stocks,Large cap,2.7,46.3
DLTR,935703,DLTR,Dollar Tree Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
BIIB,875045,BIIB,Biogen Inc,Health Care,Common stocks,Large cap,2.8,46.3
PUK,1116578,PUK,Prudential PLC ADRs,Financials,ADRs,Large cap,2.7,46.3
LVS,1300514,LVS,Las Vegas Sands Corp,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
KEYS,1601046,KEYS,Keysight Technologies Inc,Information Technology,Common stocks,Large cap,5.8,46.3
ES,72741,ES,Eversource Energy,Utilities,Common stocks,Large cap,,
CMI,26172,CMI,Cummins Inc,Industrials,Common stocks,Large cap,2.7,46.3
SQM,909037,SQM,Sociedad Quimica y Minera de Chile ADRs of B Shares,Materials,ADRs,Mid cap,0.9,46.3
DDOG,1561550,DDOG,"Datadog, Inc. - Class A",Information Technology,Common stocks,Large cap,5.8,46.3
PCAR,75362,PCAR,Paccar Inc,Industrials,Common stocks,Large cap,2.7,46.3
IDXX,874716,IDXX,Idexx Laboratories Inc,Health Care,Common stocks,Large cap,2.8,46.3
VRSK,1442145,VRSK,Verisk Analytics Inc,Industrials,Common stocks,Large cap,2.7,46.3
DFS,1393612,DFS,Discover Financial Services,Financials,Common stocks,Large cap,2.7,46.3
WBA,1618921,WBA,Walgreen Boots Alliance Inc,Consumer Staples,Common stocks,Large cap,2.6,46.3
BAX,10456,BAX,Baxter International Inc,Health Care,Common stocks,Large cap,2.8,46.3
TLK,1001807,TLK,Telekomunikasi Indonesia Persero Tbk PT ADRs,Communication Services,ADRs,Large cap,1.6,46.3
PCG,1004980,PCG,Pacific Gas & Electric Co.,Utilities,Common stocks,Large cap,,
ODFL,878927,ODFL,Old Dominion Freight Line Inc,Industrials,Common stocks,Large cap,2.7,46.3
TU,868675,TU,Telus Corporation,Communication Services,Common stocks,Large cap,1.6,46.3
ON,1097864,ON,ON Semiconductor Corp,Information Technology,Common stocks,Large cap,5.8,46.3
OTIS,1781335,OTIS,Otis Worldwide Corporation,Industrials,Common stocks,Large cap,2.7,46.3
CHT,1132924,CHT,Chunghwa Telecom Co Ltd ADRs,Communication Services,ADRs,Large cap,1.6,46.3
HPQ,47217,HPQ,HP Inc,Information Technology,Common stocks,Large cap,5.8,46.3
ABC,1140859,ABC,AmerisourceBergen Corp,Health Care,Common stocks,Large cap,2.8,46.3
IBKR,1381197,IBKR,Interactive Brokers Group Inc,Financials,Common stocks,Mid cap,2.7,46.3
KKR,1404912,KKR,KKR & Co Inc.,Financials,Common stocks,Large cap,2.7,46.3
MFG,1335730,MFG,Mizuho Financial Group Inc ADRs,Financials,ADRs,Large cap,2.7,46.3
DELL,1571996,DELL,Dell Technologies Inc. Class C,Information Technology,Common stocks,Mid cap,5.8,46.3
CSGP,1057352,CSGP,Costar Group Inc,Industrials,Common stocks,Large cap,2.7,46.3
PPG,79879,PPG,PPG Industries Inc,Materials,Common stocks,Large cap,0.9,46.3
MTD,1037646,MTD,Mettler Toledo Inc,Health Care,Common stocks,Large cap,2.8,46.3
DD,1666700,DD,"DuPont de Nemours, Inc.",Materials,Common stocks,Large cap,0.9,46.3
ROK,1024478,ROK,Rockwell Automation Inc,Industrials,Common stocks,Large cap,2.7,46.3
AVB,915912,AVB,"AvalonBay Communities, Inc",Real Estate,REITs,Large cap,0.6,46.3
AME,1037868,AME,Ametek Inc,Industrials,Common stocks,Large cap,2.7,46.3
CEG,1868275,CEG,Constellation Energy Corporation,Utilities,Common stocks,Large cap,,
OKE,1039684,OKE,Oneok Inc,Energy,Common stocks,Large cap,2.2,46.3
GLW,24741,GLW,Corning Inc,Information Technology,Common stocks,Large cap,5.8,46.3
WIT,1123799,WIT,Wipro Ltd ADRs,Information Technology,ADRs,Large cap,5.8,46.3
NOK,924613,NOK,Nokia OYJ ADRs,Information Technology,ADRs,Large cap,5.8,46.3
GWW,277135,GWW,W.W. Grainger Inc,Industrials,Common stocks,Large cap,2.7,46.3
EQR,906107,EQR,Equity Residential,Real Estate,REITs,Large cap,0.6,46.3
CRH,849395,CRH,CRH PLC ADRs,Materials,ADRs,Large cap,0.9,46.3
FAST,815556,FAST,Fastenal,Industrials,Common stocks,Large cap,2.7,46.3
LCID,1811210,LCID,"Lucid Group, Inc.",Consumer Discretionary,Common stocks,Large cap,2.9,46.3
GOLD,756894,GOLD,Barrick Gold Corporation,Materials,Common stocks,Large cap,0.9,46.3
VEEV,1393052,VEEV,Veeva Systems Inc Class A,Health Care,Common stocks,Large cap,2.8,46.3
AWK,1410636,AWK,American Water Works Inc,Utilities,Common stocks,Large cap,,
IFF,51253,IFF,International Flavors & Fragrances,Materials,Common stocks,Large cap,0.9,46.3
ORAN,1038143,ORAN,Orange SA ADRs,Communication Services,ADRs,Large cap,1.6,46.3
CQP,1383650,CQP,Cheniere Energy Partners LP,Energy,MLPs,Large cap,2.2,46.3
EBAY,1065088,EBAY,Ebay Inc,Consumer Discretionary,Common stocks,Large cap,2.9,46.3
LI,1791706,LI,Li Auto Inc. ADRs of Class A,Consumer Discretionary,ADRs,Large cap,2.9,46.3
HAL,45012,HAL,Halliburton,Energy,Common stocks,Large cap,2.2,46.3
FRC,1132979,FRC,First Republic Bank,Financials,Common stocks,Mid cap,2.7,46.3
CPRT,900075,CPRT,Copart Inc,Industrials,Common stocks,Large cap,2.7,46.3
LYB,1489393,LYB,Lyondellbasell Industries NV,Materials,Common stocks,Large cap,0.9,46.3
