Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions
AME,Ametek Inc,Industrials,US Equity,Common stocks,Large cap,"$31,859,366,666","1,083,779",Analyze
IR,Ingersoll Rand Plc,Industrials,US Equity,Common stocks,Large cap,"$22,252,370,390","3,075,295",Analyze
DOV,Dover Corp,Industrials,US Equity,Common stocks,Large cap,"$19,641,975,347","1,018,518",Analyze
XYL,Xylem Inc,Industrials,US Equity,Common stocks,Large cap,"$17,528,429,940","1,578,116",Analyze
HWM,Howmet Aerospace Inc.,Industrials,US Equity,Common stocks,Large cap,"$16,569,647,983","4,468,472",Analyze
IEX,IDEX Corp,Industrials,US Equity,Common stocks,Large cap,"$16,462,967,600","368,038",Analyze
NDSN,Nordson Corp,Industrials,US Equity,Common stocks,Large cap,"$11,861,037,947","255,885",Analyze
GGG,Graco Inc,Industrials,US Equity,Common stocks,Large cap,"$11,598,351,741","1,451,548",Analyze
AOS,A O Smith Corp,Industrials,US Equity,Common stocks,Large cap,"$10,127,489,685","1,108,904",Analyze
RRX,Regal Rexnord Corporation,Industrials,US Equity,Common stocks,Mid cap,"$8,900,209,585","465,683",Analyze
LII,Lennox International Inc,Industrials,US Equity,Common stocks,Mid cap,"$8,725,553,062","295,541",Analyze
PNR,Pentair,Industrials,US Equity,Common stocks,Mid cap,"$8,393,335,522","1,784,290",Analyze
DCI,Donaldson Inc,Industrials,US Equity,Common stocks,Mid cap,"$7,646,460,564","536,476",Analyze
MIDD,Middleby Corp,Industrials,US Equity,Common stocks,Mid cap,"$7,275,914,320","601,977",Analyze
ITT,ITT Inc,Industrials,US Equity,Common stocks,Mid cap,"$6,709,451,000","617,398",Analyze
GNRC,Generac Holdings Inc,Industrials,US Equity,Common stocks,Mid cap,"$6,628,765,841","1,076,037",Analyze
CW,Curtiss Wright Corp,Industrials,US Equity,Common stocks,Mid cap,"$6,396,854,622","160,656",Analyze
CR,Crane,Industrials,US Equity,Common stocks,Mid cap,"$6,155,636,811","447,413",Analyze
ATKR,Atkore International Group Inc,Industrials,US Equity,Common stocks,Mid cap,"$5,319,308,259","448,344",Analyze
GTLS,Chart Industries Inc,Industrials,US Equity,Common stocks,Mid cap,"$4,950,553,283","1,117,462",Analyze
PSN,Parsons Corporation,Industrials,US Equity,Common stocks,Mid cap,"$4,408,269,529","592,294",Analyze
WTS,Watts Water Technologies Inc Class A,Industrials,US Equity,Common stocks,Mid cap,"$4,364,931,408","156,822",Analyze
FELE,Franklin Electric Inc,Industrials,US Equity,Common stocks,Mid cap,"$4,139,516,718","292,795",Analyze
FLS,Flowserve Corp,Industrials,US Equity,Common stocks,Mid cap,"$4,118,414,118","990,496",Analyze
AIMC,Altra Industrial Motion Corp,Industrials,US Equity,Common stocks,Mid cap,"$4,051,500,763","1,869,518",Analyze
GTES,Gates Industrial Corporation Plc,Industrials,US Equity,Common stocks,Mid cap,"$3,704,933,589","849,646",Analyze
WBT,Welbilt Inc,Industrials,US Equity,Common stocks,Mid cap,"$3,437,755,786","1,315,498",Analyze
JBT,John Bean Technologies Corp,Industrials,US Equity,Common stocks,Mid cap,"$3,267,348,093","196,186",Analyze
SPXC,SPX Corp,Industrials,US Equity,Common stocks,Mid cap,"$3,056,968,427","248,441",Analyze
HI,Hillenbrand Inc,Industrials,US Equity,Common stocks,Mid cap,"$3,051,384,155","470,381",Analyze
ENOV,Enovis Corporation,Health Care,US Equity,Common stocks,Mid cap,"$2,689,098,143","571,825",Analyze
ARNC,Arconic Inc,Materials,US Equity,Common stocks,Mid cap,"$2,634,083,173","1,716,924",Analyze
KAI,Kadant Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,321,885,218","68,467",Analyze
CSWI,CSW Industrials Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,105,054,048","105,536",Analyze
HLIO,"Helios Technologies, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$2,067,752,020","136,862",Analyze
NPO,Enpro Industries Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,045,999,672","150,084",Analyze
MWA,Mueller Water Products Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,020,495,317","1,051,788",Analyze
B,Barnes Group Inc,Industrials,US Equity,Common stocks,Small cap,"$1,923,392,397","299,993",Analyze
MIR,"Mirion Technologies, Inc. Class A",Information Technology,US Equity,Common stocks,Small cap,"$1,615,802,665","2,219,120",Analyze
BLDP,Ballard Power Systems,Industrials,US Equity,Common stocks,Small cap,"$1,605,605,774","2,977,238",Analyze
EPAC,Actuant Corporation,Industrials,US Equity,Common stocks,Small cap,"$1,504,093,430","562,646",Analyze
SXI,Standex International Corp,Industrials,US Equity,Common stocks,Small cap,"$1,375,478,180","80,281",Analyze
TNC,Tennant,Industrials,US Equity,Common stocks,Small cap,"$1,192,867,623","101,320",Analyze
TRS,Trimas Corp,Materials,US Equity,Common stocks,Small cap,"$1,107,033,167","142,231",Analyze
OFLX,Omega Flex Inc,Industrials,US Equity,Common stocks,Small cap,"$1,095,435,823","28,472",Analyze
KRNT,Kornit Digital Ltd,Industrials,US Equity,Common stocks,Small cap,"$960,346,169","430,754",Analyze
THR,Thermon Group Holdings Inc,Industrials,US Equity,Common stocks,Small cap,"$814,806,604","195,610",Analyze
XMTR,"Xometry, Inc.",Consumer Discretionary,US Equity,Common stocks,Small cap,"$660,282,591","1,062,997",Analyze
GRC,Gorman-Rupp,Industrials,US Equity,Common stocks,Small cap,"$624,613,045","86,254",Analyze
CIR,Circor International Inc,Industrials,US Equity,Common stocks,Small cap,"$600,368,838","149,018",Analyze
HSC,Harsco Corp,Industrials,US Equity,Common stocks,Small cap,"$508,814,822","933,773",Analyze
TPIC,"TPI Composites, Inc.",Industrials,US Equity,Common stocks,Small cap,"$494,704,071","1,611,837",Analyze
LXFR,Luxfer Holdings PLC,Industrials,US Equity,Common stocks,Small cap,"$428,535,420","140,731",Analyze
CYD,China Yuchai International Ltd,Industrials,US Equity,Common stocks,Micro cap,"$297,039,768","10,138",Analyze
BGRY,"Berkshire Grey, Inc. - Class A",Industrials,US Equity,Common stocks,Micro cap,"$279,465,493","811,836",Analyze
PYR,PyroGenesis Canada Inc.,Industrials,US Equity,Common stocks,Micro cap,"$167,865,571","50,696",Analyze
HURC,Hurco Companies Inc,Industrials,US Equity,Common stocks,Micro cap,"$167,064,136","38,310",Analyze
GHM,Graham Corp,Industrials,US Equity,Common stocks,Micro cap,"$140,528,522","41,944",Analyze
TWIN,Twin Disc Inc,Industrials,US Equity,Common stocks,Micro cap,"$132,630,787","8,125",Analyze
AMSC,American Superconductor Corp,Industrials,US Equity,Common stocks,Micro cap,"$121,959,466","174,503",Analyze
CVV,Cvd Equipment Corp,Information Technology,US Equity,Common stocks,Micro cap,"$94,945,315","34,481",Analyze
BWEN,Broadwind Energy Inc,Industrials,US Equity,Common stocks,Micro cap,"$72,777,644","263,839",Analyze
ULBI,Ultralife Corp,Industrials,US Equity,Common stocks,Micro cap,"$63,243,783","35,650",Analyze
TAYD,Taylor Devices Inc,Industrials,US Equity,Common stocks,Micro cap,"$57,056,474","6,525",Analyze
WLMS,Williams Industrial Services Group Inc,Industrials,US Equity,Common stocks,Micro cap,"$26,422,761","42,833",Analyze
CGRN,Capstone Green Energy Corporation,Industrials,US Equity,Common stocks,Micro cap,"$26,237,411","64,180",Analyze
GTEC,Greenland Technologies Holding Corporation,Industrials,US Equity,Common stocks,Micro cap,"$22,323,027","30,841",Analyze
SHPW,"Shapeways Holdings, Inc.",Industrials,US Equity,Common stocks,Micro cap,"$20,302,157","133,768",Analyze
NISN,"NiSun Intl Enterprise Development Group Co, Ltd - Class A",Industrials,US Equity,Common stocks,Micro cap,"$17,119,430","79,670",Analyze
JCSE,JE Cleantech Holdings Limited,Industrials,US Equity,Common stocks,Micro cap,"$8,647,014","29,398",Analyze
LIN,Linde Plc,Materials,US Equity,Common stocks,Large cap,"$158,448,861,184","2,614,031",Analyze
SHW,Sherwin Williams,Materials,US Equity,Common stocks,Large cap,"$53,948,477,392","1,568,980",Analyze
ECL,Ecolab Inc,Materials,US Equity,Common stocks,Large cap,"$44,704,497,966","1,254,317",Analyze
PPG,PPG Industries Inc,Materials,US Equity,Common stocks,Large cap,"$29,069,064,480","1,504,694",Analyze
LYB,Lyondellbasell Industries NV,Materials,US Equity,Common stocks,Large cap,"$27,950,568,913","2,432,571",Analyze
ALB,Albemarle Corp,Materials,US Equity,Common stocks,Large cap,"$25,294,440,891","1,739,406",Analyze
IFF,International Flavors & Fragrances,Materials,US Equity,Common stocks,Large cap,"$21,300,203,486","2,232,473",Analyze
AVTR,"Avantor, Inc.",Health Care,US Equity,Common stocks,Large cap,"$14,176,802,496","7,710,360",Analyze
WLK,Westlake Chemical Corp,Materials,US Equity,Common stocks,Large cap,"$13,641,804,980","547,619",Analyze
RPM,RPM International Inc,Materials,US Equity,Common stocks,Large cap,"$10,719,636,839","702,588",Analyze
OLN,Olin Corp,Materials,US Equity,Common stocks,Mid cap,"$6,696,579,164","1,780,863",Analyze
AXTA,Axalta Coating Systems Ltd,Materials,US Equity,Common stocks,Mid cap,"$6,191,667,024","4,693,216",Analyze
ESI,Element Solutions Inc.,Materials,US Equity,Common stocks,Mid cap,"$4,431,359,429","1,029,723",Analyze
CC,Chemours Company,Materials,US Equity,Common stocks,Mid cap,"$4,223,094,102","1,433,630",Analyze
CBT,Cabot Corp,Materials,US Equity,Common stocks,Mid cap,"$4,081,204,868","311,497",Analyze
BCPC,Balchem Corp,Materials,US Equity,Common stocks,Mid cap,"$3,903,440,699","139,970",Analyze
LTHM,Livent Corporation,Materials,US Equity,Common stocks,Mid cap,"$3,654,183,147","2,475,075",Analyze
FUL,H. B. Fuller,Materials,US Equity,Common stocks,Mid cap,"$3,527,121,837","356,784",Analyze
AVNT,Avient Corporation,Materials,US Equity,Common stocks,Mid cap,"$3,457,633,092","564,372",Analyze
NEU,Newmarket Corp,Materials,US Equity,Common stocks,Mid cap,"$3,409,069,046","44,267",Analyze
KWR,Quaker Chemical Corp,Materials,US Equity,Common stocks,Mid cap,"$3,300,077,532","83,682",Analyze
SXT,Sensient Technologies Corp,Materials,US Equity,Common stocks,Mid cap,"$3,011,165,012","178,394",Analyze
NGVT,Ingevity Corp,Materials,US Equity,Common stocks,Mid cap,"$2,584,303,973","369,919",Analyze
IOSP,Innospec Inc,Materials,US Equity,Common stocks,Mid cap,"$2,456,493,317","136,572",Analyze
GCP,GCP Applied Technologies Inc,Materials,US Equity,Common stocks,Mid cap,"$2,369,103,281","1,421,029",Analyze
WDFC,Wd-40,Consumer Staples,US Equity,Common stocks,Mid cap,"$2,312,880,591","99,611",Analyze
SCL,Stepan,Materials,US Equity,Common stocks,Mid cap,"$2,151,695,697","104,128",Analyze
GPRE,Green Plains Inc,Energy,US Equity,Common stocks,Small cap,"$1,714,139,902","1,177,440",Analyze
OEC,Orion Engineered Carbons S.A,Materials,US Equity,Common stocks,Small cap,"$1,488,728,321","607,579",Analyze
ECVT,Ecovyst Inc.,Materials,US Equity,Common stocks,Small cap,"$1,256,579,616","1,646,803",Analyze
PRM,"Perimeter Solutions, SA",Materials,US Equity,Common stocks,Small cap,"$1,238,296,463","499,987",Analyze
KRO,Kronos Worldwide Inc,Materials,US Equity,Common stocks,Small cap,"$991,652,833","388,687",Analyze
CCF,Chase Corp,Materials,US Equity,Common stocks,Small cap,"$947,626,796","29,869",Analyze
HWKN,Hawkins Inc,Materials,US Equity,Common stocks,Small cap,"$859,564,470","123,462",Analyze
TSE,Trinseo S.A.,Materials,US Equity,Common stocks,Small cap,"$721,614,129","404,548",Analyze
KOP,Koppers Holdings Inc,Materials,US Equity,Common stocks,Small cap,"$675,737,203","138,501",Analyze
AMRS,Amyris Inc,Materials,US Equity,Common stocks,Small cap,"$531,064,840","4,568,301",Analyze
LWLG,Lightwave Logic Inc.,Information Technology,US Equity,Common stocks,Small cap,"$518,551,969","698,601",Analyze
GEVO,Gevo Inc,Energy,US Equity,Common stocks,Small cap,"$369,979,935","8,685,345",Analyze
HDSN,Hudson Technologies Inc,Industrials,US Equity,Common stocks,Small cap,"$353,112,069","687,045",Analyze
TG,Tredegar Corp,Materials,US Equity,Common stocks,Micro cap,"$292,543,525","231,227",Analyze
FEAM,"5E Advanced Materials, Inc.",Materials,US Equity,Common stocks,Micro cap,"$237,964,037","397,151",Analyze
TREC,Trecora Resources,Materials,US Equity,Common stocks,Micro cap,"$232,017,693","42,343",Analyze
DNMR,"Danimer Scientific, Inc.",Materials,US Equity,Common stocks,Micro cap,"$211,902,327","1,060,803",Analyze
ODC,Oil Dri Corporation Of America,Consumer Staples,US Equity,Common stocks,Micro cap,"$190,703,089","28,425",Analyze
CMT,Core Molding Technologies Inc,Materials,US Equity,Common stocks,Micro cap,"$138,133,735","66,682",Analyze
NTIC,Northern Technologies International,Materials,US Equity,Common stocks,Micro cap,"$112,021,642","3,889",Analyze
LOOP,Loop Industries Inc.,Materials,US Equity,Common stocks,Micro cap,"$96,362,525","107,107",Analyze
VNTR,Venator Materials PLC,Materials,US Equity,Common stocks,Micro cap,"$42,139,492","302,889",Analyze
FSI,Flexible Solutions International Inc.,Materials,US Equity,Common stocks,Micro cap,"$36,782,696","23,264",Analyze
GURE,Gulf Resources Inc.,Materials,US Equity,Common stocks,Micro cap,"$27,855,318","12,352",Analyze
CNEY,CN Energy Group Inc.,Materials,US Equity,Common stocks,Micro cap,"$9,057,185","411,564",Analyze
CRKN,Crown Electrokinetics Corp.,Materials,US Equity,Common stocks,Micro cap,"$3,174,182","376,955",Analyze
SNES,Senestech Inc,Health Care,US Equity,Common stocks,Micro cap,"$3,017,723","63,348",Analyze
CTAS,Cintas Corp,Industrials,US Equity,Common stocks,Large cap,"$44,016,910,479","435,085",Analyze
CPRT,Copart Inc,Industrials,US Equity,Common stocks,Large cap,"$33,947,684,915","2,310,078",Analyze
GPN,Global Payments Inc,Information Technology,US Equity,Common stocks,Large cap,"$25,966,937,025","2,297,631",Analyze
RBA,Ritchie Bros Auctioneers Inc,Industrials,US Equity,Common stocks,Mid cap,"$6,027,340,910","6,241,447",Analyze
IAA,"IAA, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$5,513,641,624","5,820,311",Analyze
GXO,"GXO Logistics, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$5,384,107,513","810,409",Analyze
MMS,Maximus Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,512,414,407","378,441",Analyze
WNS,WNS Holdings ADRs,Industrials,US Equity,ADRs,Mid cap,"$4,292,471,969","148,615",Analyze
UNF,Unifirst Corp,Industrials,US Equity,Common stocks,Mid cap,"$2,849,504,990","76,677",Analyze
ABM,ABM Industries Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,804,877,241","448,357",Analyze
CBZ,Cbiz Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,352,761,318","250,690",Analyze
FA,First Advantage Corporation,Industrials,US Equity,Common stocks,Mid cap,"$2,034,862,810","512,153",Analyze
SP,Sp Plus Corp,Industrials,US Equity,Common stocks,Small cap,"$633,151,578","101,229",Analyze
CASS,Cass Information Systems Inc,Information Technology,US Equity,Common stocks,Small cap,"$613,264,090","64,116",Analyze
BV,Brightview Holdings Inc.,Industrials,US Equity,Common stocks,Small cap,"$530,145,000","350,923",Analyze
VVI,Viad Corp,Industrials,US Equity,Common stocks,Small cap,"$405,680,620","162,711",Analyze
SST,"System1, Inc. Class A",Industrials,US Equity,Common stocks,Small cap,"$373,139,852","34,020",Analyze
CVEO,Civeo Corporation,Industrials,US Equity,Common stocks,Small cap,"$303,436,970","201,735",Analyze
KODK,Eastman Kodak,Information Technology,US Equity,Common stocks,Micro cap,"$296,776,646","660,944",Analyze
ACTG,Acacia Research Corp,Financials,US Equity,Common stocks,Micro cap,"$229,005,302","221,294",Analyze
PFMT,Performant Financial Corp,Industrials,US Equity,Common stocks,Micro cap,"$226,515,324","175,236",Analyze
TDCX,TDCX Inc. ADRs of Class A,Industrials,US Equity,ADRs,Micro cap,"$211,496,600","84,297",Analyze
PAYS,"Paysign, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$196,218,846","122,504",Analyze
QUAD,Quad Graphics Inc Class A,Industrials,US Equity,Common stocks,Micro cap,"$165,042,433","196,382",Analyze
DLHC,DLH Holdings Corp,Industrials,US Equity,Common stocks,Micro cap,"$149,538,253","46,113",Analyze
SRT,Startek Inc,Information Technology,US Equity,Common stocks,Micro cap,"$149,038,683","18,349",Analyze
ARC,Arc Document Solutions Inc,Industrials,US Equity,Common stocks,Micro cap,"$135,961,092","224,642",Analyze
PFSW,Pfsweb Inc,Information Technology,US Equity,Common stocks,Micro cap,"$102,556,214","170,882",Analyze
SPIR,"Spire Global, Inc. Class A",Industrials,US Equity,Common stocks,Micro cap,"$99,200,113","507,527",Analyze
OMEX,Odyssey Marine Exploration Inc,Industrials,US Equity,Common stocks,Micro cap,"$61,968,361","28,735",Analyze
ALJJ,Alj Regional Inc,Information Technology,US Equity,Common stocks,Micro cap,"$44,028,468","6,457",Analyze
ATTO,Atento S.A.,Industrials,US Equity,Common stocks,Micro cap,"$31,212,367","21,600",Analyze
SGRP,Spar Group Inc,Communication Services,US Equity,Common stocks,Micro cap,"$27,624,729","6,906",Analyze
TISI,Team Inc,Industrials,US Equity,Common stocks,Micro cap,"$27,490,956","23,813",Analyze
DSS,Document Security System Inc,Industrials,US Equity,Common stocks,Micro cap,"$24,852,128","162,874",Analyze
WHLM,Wilhelmina International Inc,Industrials,US Equity,Common stocks,Micro cap,"$20,629,376","3,740",Analyze
EJH,E-Home Household Service Holdings Ltd,Industrials,US Equity,Common stocks,Micro cap,"$5,686,123","3,011,590",Analyze
AGFY,Agrify Corporation,Industrials,US Equity,Common stocks,Micro cap,"$3,733,376","298,376",Analyze
ENPH,Enphase Energy Inc,Information Technology,US Equity,Common stocks,Large cap,"$27,935,561,568","4,309,823",Analyze
FSLR,First Solar Inc,Information Technology,US Equity,Common stocks,Large cap,"$22,408,165,468","4,077,660",Analyze
SEDG,SolarEdge Technologies Inc,Information Technology,US Equity,Common stocks,Large cap,"$16,368,982,096","1,244,800",Analyze
RUN,Sunrun Inc,Industrials,US Equity,Common stocks,Mid cap,"$3,780,162,842","12,732,023",Analyze
SHLS,"Shoals Technologies Group, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$3,638,939,410","6,621,993",Analyze
ARRY,"Array Technologies, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$2,986,731,572","6,242,236",Analyze
CSIQ,Canadian Solar Inc.,Energy,US Equity,Common stocks,Mid cap,"$2,461,671,969","1,163,833",Analyze
JKS,JinkoSolar Holding ADRs,Information Technology,US Equity,ADRs,Mid cap,"$2,393,397,507","1,033,192",Analyze
SPWR,Sunpower Corp,Industrials,US Equity,Common stocks,Mid cap,"$2,203,230,582","4,517,970",Analyze
NOVA,Sunnova Energy International Inc.,Utilities,US Equity,Common stocks,Small cap,"$1,520,710,800","4,890,629",Analyze
MAXN,"Maxeon Solar Technologies, Ltd.",Information Technology,US Equity,Common stocks,Small cap,"$1,106,461,473","1,968,154",Analyze
FTCI,"FTC Solar, Inc.",Industrials,US Equity,Common stocks,Micro cap,"$227,258,282","1,633,563",Analyze
BEEM,Beam Global,Industrials,US Equity,Common stocks,Micro cap,"$162,437,593","118,522",Analyze
